Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R66,27R,R_0603_1608Metric,23.114002,18.104998,0,bottom
R67,20K0,R_0603_1608Metric,109.474002,71.825998,0,bottom
R68,0R,R_0603_1608Metric,133.223002,54.934998,0,bottom
R69,5K10,R_0603_1608Metric,16.002002,7.436998,-90,bottom
R71,5K10,R_0603_1608Metric,16.637002,23.565998,90,bottom
R72,1K00,R_0603_1608Metric,133.223002,56.712998,180,bottom
R73,1K00,R_0603_1608Metric,133.096002,62.554998,0,bottom
R75,10K0,R_0603_1608Metric,109.474002,70.047998,180,bottom
R78,47K0,R_0603_1608Metric,20.193002,35.630998,0,bottom
R79,10K0,R_0603_1608Metric,20.193002,37.408998,180,bottom
R80,10K0,R_0603_1608Metric,22.987004,38.297998,-90,bottom
R82,10K0,R_0603_1608Metric,17.272002,42.615998,-90,bottom
R83,10K0,R_0603_1608Metric,132.461002,70.428998,90,bottom
R86,10K0,R_0603_1608Metric,105.029002,36.138998,0,bottom
R92,100R,R_0603_1608Metric,34.798002,41.599998,90,bottom
R94,10K0,R_0603_1608Metric,34.798002,38.297998,90,bottom
R96,100R,R_0603_1608Metric,33.020002,38.297998,90,bottom
R97,10K0,R_0603_1608Metric,33.020002,41.599998,-90,bottom
R100,1K00,R_0603_1608Metric,17.526002,32.201998,90,bottom
R101,1K00,R_0603_1608Metric,52.070002,19.247998,180,bottom
SW1,EVQ-P7A01P,SW_SPST_EVQP7A,2.159,32.258,90,bottom
U1,INA281B2IDBVR,SOT-23-5,107.696002,56.585998,90,bottom
U2,RP2040,QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,33.401002,20.517998,-90,bottom
U3,SN74LVC1G175DCKR,SOT-363_SC-70-6,105.029002,33.725998,0,bottom
U4,74LVC1G02SE-7,SOT-353_SC-70-5,108.712002,33.725998,180,bottom
U5,SN74LVC1G32DCKR,SOT-353_SC-70-5,112.395002,33.725998,180,bottom
U6,LMV358AIDGKR,VSSOP-8_3.0x3.0mm_P0.65mm,131.572002,50.108998,180,bottom
U7,TLV7012DSGR,WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,116.332,44.901998,0,bottom
U10,UA78M33CKVURG3,TO-252-2,70.612002,12.135998,0,bottom
U11,W25Q16JVSNIQ,SOIC-8_3.9x4.9mm_P1.27mm,23.114002,29.915998,-90,bottom
U12,UA78M05CDCYR,SOT-223-3_TabPin2,143.383002,71.571998,0,bottom
U13,TLV3201AIDCKR,SOT-353_SC-70-5,107.950002,41.853998,90,bottom
U15,LMV358AIDGKR,VSSOP-8_3.0x3.0mm_P0.65mm,129.667002,68.777998,-90,bottom
U17,LMV358AIDGKR,VSSOP-8_3.0x3.0mm_P0.65mm,114.808002,74.492998,0,bottom
Y1,ABLS-12.000MHZ-B2-T,Crystal_SMD_HC49-SD,50.165002,24.708998,180,bottom
